CE,20160720,303750,303750,303750,303750
CE,20160721,712950,712950,712950,712950
CE,20160724,-541275,-541275,-541275,-541275
CE,20160725,-922200,-922200,-922200,-922200
CE,20160726,1299825,1299825,1299825,1299825
CE,20160727,636375,636375,636375,636375
CE,20160728,-3017925,-3017925,-3017925,-3017925
CE,20160729,386775,386775,386775,386775
CE,20160801,1059975,1059975,1059975,1059975
CE,20160802,894450,894450,894450,894450
CE,20160803,1436925,1436925,1436925,1436925
CE,20160804,-840450,-840450,-840450,-840450
CE,20160805,-1109625,-1109625,-1109625,-1109625
CE,20160808,-408750,-408750,-408750,-408750
CE,20160809,673950,673950,673950,673950
CE,20160810,1482825,1482825,1482825,1482825
CE,20160811,-226200,-226200,-226200,-226200
CE,20160812,-462750,-462750,-462750,-462750
CE,20160816,1026900,1026900,1026900,1026900
CE,20160817,746325,746325,746325,746325
CE,20160818,-878250,-878250,-878250,-878250
CE,20160819,1135125,1135125,1135125,1135125
CE,20160822,1340925,1340925,1340925,1340925
CE,20160823,1380375,1380375,1380375,1380375
CE,20160824,-820800,-820800,-820800,-820800
CE,20160825,386775,386775,386775,386775
CE,20160826,763200,763200,763200,763200
CE,20160829,692250,692250,692250,692250
CE,20160830,1236450,1236450,1236450,1236450
CE,20160831,683100,683100,683100,683100
CE,20160901,607725,607725,607725,607725
CE,20160902,-313125,-313125,-313125,-313125
CE,20160906,-666975,-666975,-666975,-666975
CE,20160907,-498525,-498525,-498525,-498525
CE,20160908,307425,307425,307425,307425
CE,20160909,1243650,1243650,1243650,1243650
CE,20160912,1449375,1449375,1449375,1449375
CE,20160914,780825,780825,780825,780825
CE,20160915,389550,389550,389550,389550
CE,20160916,-402300,-402300,-402300,-402300
CE,20160919,389550,389550,389550,389550
CE,20160920,613500,613500,613500,613500
CE,20160921,620925,620925,620925,620925
CE,20160922,-541050,-541050,-541050,-541050
CE,20160923,391350,391350,391350,391350
CE,20160926,1943250,1943250,1943250,1943250
CE,20160927,839625,839625,839625,839625
CE,20160928,-558075,-558075,-558075,-558075
CE,20160929,2044350,2044350,2044350,2044350
CE,20160930,1252350,1252350,1252350,1252350
CE,20161003,700575,700575,700575,700575
CE,20161004,475800,475800,475800,475800
CE,20161005,388050,388050,388050,388050
CE,20161006,1252350,1252350,1252350,1252350
CE,20161008,-354600,-354600,-354600,-354600
CE,20161010,524475,524475,524475,524475
CE,20161013,1690650,1690650,1690650,1690650
CE,20161014,900525,900525,900525,900525
CE,20161017,1590900,1590900,1590900,1590900
CE,20161018,-931050,-931050,-931050,-931050
CE,20161019,429000,429000,429000,429000
CE,20161020,-526425,-526425,-526425,-526425
CE,20161021,-354525,-354525,-354525,-354525
CE,20161024,468750,468750,468750,468750
CE,20161025,816675,816675,816675,816675
CE,20161026,1616400,1616400,1616400,1616400
CE,20161027,1451925,1451925,1451925,1451925
CE,20161109,-46200,-46200,-46200,-46200
CE,20161117,300,300,300,300
CE,20161122,-447750,-447750,-447750,-447750
CE,20161123,680250,680250,680250,680250
CE,20161124,1935000,1935000,1935000,1935000
CE,20161125,388875,388875,388875,388875
CE,20161128,562500,562500,562500,562500
CE,20161129,584100,584100,584100,584100
CE,20161130,373650,373650,373650,373650
CE,20161201,819675,819675,819675,819675
CE,20161202,616125,616125,616125,616125
CE,20161212,557850,557850,557850,557850
CE,20161214,557850,557850,557850,557850
CE,20161215,557850,557850,557850,557850
CE,20161219,557850,557850,557850,557850
CE,20161223,557850,557850,557850,557850
CE,20161226,557850,557850,557850,557850
CE,20161227,-2069625,-2069625,-2069625,-2069625
CE,20161228,645150,645150,645150,645150
CE,20161229,-1892175,-1892175,-1892175,-1892175
CE,20170102,350100,350100,350100,350100
CE,20170103,303600,303600,303600,303600
CE,20170104,291900,291900,291900,291900
CE,20170105,749850,749850,749850,749850
CE,20170106,554925,554925,554925,554925
CE,20170109,314625,314625,314625,314625
CE,20170110,114675,114675,114675,114675
CE,20170111,-632475,-632475,-632475,-632475
CE,20170112,592425,592425,592425,592425
CE,20170113,-738525,-738525,-738525,-738525
CE,20170116,264600,264600,264600,264600
CE,20170117,588600,588600,588600,588600
CE,20170118,-227700,-227700,-227700,-227700
CE,20170119,457200,457200,457200,457200
CE,20170120,1269450,1269450,1269450,1269450
CE,20170123,-582225,-582225,-582225,-582225
CE,20170124,-1995450,-1995450,-1995450,-1995450
CE,20170125,-2640000,-2640000,-2640000,-2640000
CE,20170128,967500,967500,967500,967500
CE,20170130,1152375,1152375,1152375,1152375
CE,20170131,1329975,1329975,1329975,1329975
CE,20170201,918975,918975,918975,918975
CE,20170202,463650,463650,463650,463650
CE,20170203,-279825,-279825,-279825,-279825
CE,20170206,-423225,-423225,-423225,-423225
CE,20170207,317850,317850,317850,317850
CE,20170208,306975,306975,306975,306975
CE,20170209,662625,662625,662625,662625
CE,20170210,546150,546150,546150,546150
CE,20170213,257250,257250,257250,257250
CE,20170214,337875,337875,337875,337875
CE,20170216,-685875,-685875,-685875,-685875
CE,20170217,-826725,-826725,-826725,-826725
CE,20170220,809550,809550,809550,809550
CE,20170221,-796350,-796350,-796350,-796350
CE,20170222,2468850,2468850,2468850,2468850
CE,20170223,-3184650,-3184650,-3184650,-3184650
CE,20170226,564000,564000,564000,564000
CE,20170227,574650,574650,574650,574650
CE,20170228,249975,249975,249975,249975
CE,20170302,679275,679275,679275,679275
CE,20170303,297450,297450,297450,297450
CE,20170306,-575025,-575025,-575025,-575025
CE,20170307,316950,316950,316950,316950
CE,20170308,852225,852225,852225,852225
CE,20170309,1371750,1371750,1371750,1371750
